"Domain","CCO","CTH","EMA","EMU","PFO","SCA","ZRA","Method","Total"
"DUF3657",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"DUF3677",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"DUF3697",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"DUF3736",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"DUF3740",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"DUF4147",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF4149",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF4219",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF4378",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"DUF4440",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF4457",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"DUF4461",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF4470",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"DUF4471",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"DUF4481",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF4487",NA,NA,NA,NA,1,NA,1,"Pfam",2
"DUF4497",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"DUF4507",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF4508",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF4517",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF4528",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF4594",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"DUF4603",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"DUF4612",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF4615",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF4665",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"DUF4674",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"DUF4682",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"DUF4706",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF4728",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF4729",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"DUF4735",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"DUF4745",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"DUF4749",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF4757",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF4772",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"DUF4775",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF4780",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF4781",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF4787",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"DUF4789",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF4792",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF4793",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF4796",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"DUF4802",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF4803",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF4804",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF4805",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF4806",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF4807",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF4808",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF4817",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF4819",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"DUF4820",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF4976",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"DUF5128",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF525",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF5321",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF5600",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF5641",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF5918",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF6444",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"DUF6570",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"DUF719",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF758",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF778",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF829",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF842",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DUF938",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"DUSP",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DZF",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Death",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Death_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DeoC",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Destabilase",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Det1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Dicistro_VP4",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Dis3l2_C_term",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Dishevelled",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Dpp_8_9_N",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Dpy-30",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Dpy19",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Drf_DAD",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Dscam_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"DuoxA",NA,NA,NA,NA,1,1,NA,"Pfam",2
"E2F_CC-MB",NA,NA,NA,NA,1,1,NA,"Pfam",2
"E2F_TDP",NA,NA,NA,NA,1,1,NA,"Pfam",2
"E3_UBR4_N",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"E3_UFM1_ligase",NA,NA,NA,NA,1,1,NA,"Pfam",2
"E3_UbLigase_EDD",NA,NA,NA,NA,1,1,NA,"Pfam",2
"E3_UbLigase_R4",NA,NA,NA,NA,1,1,NA,"Pfam",2
"E3_UbLigase_RBR",NA,NA,NA,NA,1,1,NA,"Pfam",2
"EAF",NA,NA,NA,NA,1,1,NA,"Pfam",2
"EB",NA,NA,NA,NA,1,1,NA,"Pfam",2
"ECSIT",NA,NA,NA,NA,1,1,NA,"Pfam",2
"ECSIT_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"EF-1_beta_acid",NA,NA,NA,NA,1,1,NA,"Pfam",2
"EF-hand_13",NA,NA,NA,NA,1,1,NA,"Pfam",2
"EF-hand_14",NA,NA,NA,NA,1,1,NA,"Pfam",2
"EF-hand_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"EF-hand_3",NA,NA,NA,NA,1,1,NA,"Pfam",2
"EF1G",NA,NA,NA,NA,1,1,NA,"Pfam",2
"EF1_GNE",NA,NA,NA,NA,1,1,NA,"Pfam",2
"EGF",NA,NA,NA,NA,1,1,NA,"Pfam",2
"EGF_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"EGF_3",NA,NA,NA,NA,1,1,NA,"Pfam",2
"EGF_CA",NA,NA,NA,NA,1,1,NA,"Pfam",2
"EGF_Tenascin",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"EHD_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"EHN",NA,NA,NA,NA,1,1,NA,"Pfam",2
"EIF4E-T",NA,NA,NA,NA,1,1,NA,"Pfam",2
"ELMO_ARM",NA,NA,NA,NA,1,1,NA,"Pfam",2
"EMI",NA,NA,NA,NA,1,1,NA,"Pfam",2
"ENT",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"ER",NA,NA,NA,NA,1,1,NA,"Pfam",2
"ERK-JNK_inhib",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"ERM_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"ERM_helical",NA,NA,NA,NA,1,1,NA,"Pfam",2
"ERp29_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"EloA-BP1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Endostatin",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"EphA2_TM",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Ephrin",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Ephrin_lbd",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Ephrin_rec_like",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Ets",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Exostosin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Exportin-5",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Extensin_2",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"F5_F8_type_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"FA",NA,NA,NA,NA,1,1,NA,"Pfam",2
"FAD_SOX",NA,NA,NA,NA,1,1,NA,"Pfam",2
"FAM110_C",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"FAM117",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"FAM177",NA,NA,NA,NA,1,1,NA,"Pfam",2
"FAM193_C",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"FAM195",NA,NA,NA,NA,1,1,NA,"Pfam",2
"FAM60A",NA,NA,NA,NA,1,1,NA,"Pfam",2
"FAM76",NA,NA,NA,NA,1,1,NA,"Pfam",2
"FAO_M",NA,NA,NA,NA,1,1,NA,"Pfam",2
"FAST_1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"FAST_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"FBA",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"FERM_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"FERM_F1",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"FERM_M",NA,NA,NA,NA,1,1,NA,"Pfam",2
"FERM_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"FERM_N_2",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"FERM_f0",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"FEZ",NA,NA,NA,NA,1,1,NA,"Pfam",2
"FGF",NA,NA,NA,NA,1,1,NA,"Pfam",2
"FIBP",NA,NA,NA,NA,1,1,NA,"Pfam",2
"FIST_C",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"FKBP_N_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"FOXO-TAD",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"FOXP-CC",NA,NA,NA,NA,1,1,NA,"Pfam",2
"FSA_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"FUN14",NA,NA,NA,NA,1,1,NA,"Pfam",2
"FUT8_N_cat",NA,NA,NA,NA,1,1,NA,"Pfam",2
"FXMRP1_C_core",NA,NA,NA,NA,1,1,NA,"Pfam",2
"FXa_inhibition",NA,NA,NA,NA,1,1,NA,"Pfam",2
"FYVE_2",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"F_actin_bind",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"F_bP_aldolase",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Fam20C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Fer4_21",NA,NA,NA,NA,1,1,NA,"Pfam",2
"FerI",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Ferlin_C",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Fibrillin_U_N",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Fibrinogen_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Fic",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Filament",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Filamin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Flocculin_t3",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Flot",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Focal_AT",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Folate_carrier",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Forkhead_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Formin_GBD_N",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Frag1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"FragX_IP",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Fringe",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Frizzled",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Frtz",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Fry_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Fucosidase_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Furin-like",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Fuseless",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Fz",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Fzo_mitofusin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"G2F",NA,NA,NA,NA,1,1,NA,"Pfam",2
"GABP-alpha",NA,NA,NA,NA,1,1,NA,"Pfam",2
"GAF",NA,NA,NA,NA,1,1,NA,"Pfam",2
"GAF_3",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"GAGA",NA,NA,NA,NA,1,1,NA,"Pfam",2
"GAIN",NA,NA,NA,NA,1,1,NA,"Pfam",2
"GAS",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"GDPD_2",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"GD_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"GEMIN8",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"GGA_N-GAT",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"GIDE",NA,NA,NA,NA,1,1,NA,"Pfam",2
"GKAP",NA,NA,NA,NA,1,1,NA,"Pfam",2
"GMP_PDE_delta",NA,NA,NA,NA,1,1,NA,"Pfam",2
"GNT-I",NA,NA,NA,NA,1,1,NA,"Pfam",2
"GOLD_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"GOLGA2L5",NA,NA,NA,NA,1,1,NA,"Pfam",2
"GON",NA,NA,NA,NA,1,1,NA,"Pfam",2
"GPHH",NA,NA,NA,NA,1,1,NA,"Pfam",2
"GPS",NA,NA,NA,NA,1,1,NA,"Pfam",2
"GPS2_interact",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"GSAP-16",NA,NA,NA,NA,1,1,NA,"Pfam",2
"GSK-3_bind",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"GST_N_5",NA,NA,NA,NA,1,1,NA,"Pfam",2
"GTP-bdg_M",NA,NA,NA,NA,1,1,NA,"Pfam",2
"GTP-bdg_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"GTPase_binding",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"GYF_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"G_path_suppress",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Gal-bind_lectin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Gal_Lectin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Galactosyl_T",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Gb3_synth",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Ge1_WD40",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Gemin6",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Geminin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Git3",NA,NA,NA,NA,1,NA,1,"Pfam",2
"Gln-synt_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Glu-tRNAGln",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Glu_dehyd_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Glutaminase",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Gly_rich",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Glyco_hydro_1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Glyco_hydro_2_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Glyco_hydro_30",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Glyco_hydro_30C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Glyco_hydro_56",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Glyco_hydro_79n",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Glyco_hydro_85",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Glyco_hydro_9",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Glyco_tran_10_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Glyco_tranf_2_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Glyco_transf_10",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Glyco_transf_11",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Glyco_transf_25",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Glyco_transf_43",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Glyco_transf_49",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Glyco_transf_54",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Glyco_transf_61",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Glyco_transf_64",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Glyco_transf_7C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Glyco_transf_7N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Glyco_transf_90",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Glyco_transf_92",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Glypican",NA,NA,NA,NA,1,1,NA,"Pfam",2
"GoLoco",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Golgin_A5",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"GpcrRhopsn4",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Grp7_allergen",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Gryzun-like",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"HAP1_N",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"HARP",NA,NA,NA,NA,1,1,NA,"Pfam",2
"HCO3_cotransp",NA,NA,NA,NA,1,1,NA,"Pfam",2
"HECA",NA,NA,NA,NA,1,1,NA,"Pfam",2
"HECW1_helix",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"HELP",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"HEXIM",NA,NA,NA,NA,1,1,NA,"Pfam",2
"HHH_3",NA,NA,NA,NA,1,1,NA,"Pfam",2
"HHH_8",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"HIRA_B",NA,NA,NA,NA,1,1,NA,"Pfam",2
"HJURP_C",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"HMMR_C",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"HNOB",NA,NA,NA,NA,1,1,NA,"Pfam",2
"HNOBA",NA,NA,NA,NA,1,1,NA,"Pfam",2
"HOIP-UBA",NA,NA,NA,NA,1,1,NA,"Pfam",2
"HOOK_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"HPD",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"HPS3_C",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"HPS3_Mid",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"HPS3_N",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"HRM",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"HSBP1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"HSD3",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"HSL_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"HSNSD",NA,NA,NA,NA,1,1,NA,"Pfam",2
"HTH_28",NA,NA,NA,NA,1,1,NA,"Pfam",2
"HTH_29",NA,NA,NA,NA,1,1,NA,"Pfam",2
"HTH_61",NA,NA,NA,NA,1,1,NA,"Pfam",2
"HTH_Tnp_4",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"HTH_Tnp_Tc3_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"HTH_psq",NA,NA,NA,NA,1,1,NA,"Pfam",2
"HUN",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"HYLS1_C",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"HYR",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Hairy_orange",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Hamartin",NA,NA,NA,NA,1,1,1,"Pfam",3
"Headcase",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Helicase_C_4",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Hemocyanin_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Hemocyanin_M",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Hemocyanin_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Hemopexin",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"HipN",NA,NA,NA,NA,1,1,NA,"Pfam",2
"HisK-N-like",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Hormone_recep",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Hrs_helical",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Hyccin",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Hyd_WA",NA,NA,NA,NA,1,1,NA,"Pfam",2
"I-EGF_1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"I-set",NA,NA,NA,NA,1,1,NA,"Pfam",2
"ICAT",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"IFRD_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"IFT46_B_C",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"IFT57",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"IFT81_CH",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"IGFBP",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"IHABP4_N",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"IMD",NA,NA,NA,NA,1,1,NA,"Pfam",2
"INPP5B_PH",NA,NA,NA,NA,1,1,NA,"Pfam",2
"INTS5_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"INT_SG_DDX_CT_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"IP_trans",NA,NA,NA,NA,1,1,NA,"Pfam",2
"IQ_SEC7_PH",NA,NA,NA,NA,1,1,NA,"Pfam",2
"IRF-2BP1_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"IRK",NA,NA,NA,NA,1,1,NA,"Pfam",2
"IRK_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"IRS",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Ig_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Ig_3",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Ig_mannosidase",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Importin_rep",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Importin_rep_5",NA,NA,NA,NA,1,1,NA,"Pfam",2
"InaF-motif",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Inhibitor_I29",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Innexin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Ins134_P3_kin",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Ins134_P3_kin_N",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Ins_allergen_rp",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Insc_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"IntS14_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"IntS14_b-barrel",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Integrin_B_tail",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Integrin_alpha",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Integrin_alpha2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Integrin_b_cyt",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Integrin_beta",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Intron_maturas2",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Intu_longin_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Intu_longin_3",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Ion_trans_N",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"JAKMIP_CC3",NA,NA,NA,NA,1,1,NA,"Pfam",2
"JAMP",NA,NA,NA,NA,1,1,NA,"Pfam",2
"JHBP",NA,NA,NA,NA,1,1,NA,"Pfam",2
"JHD",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"JIP_LZII",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"JUPITER",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Jagunal",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Jiraiya",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Jiv90",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Jnk-SapK_ap_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Jun",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"KASH",NA,NA,NA,NA,1,1,NA,"Pfam",2
"KAsynt_C_assoc",NA,NA,NA,NA,1,1,NA,"Pfam",2
"KBP_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"KCT2",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"KELAA",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"KELK",NA,NA,NA,NA,1,1,NA,"Pfam",2
"KH_9",NA,NA,NA,NA,1,1,NA,"Pfam",2
"KIND",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"KIX",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"KN17_SH3",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"KN_motif",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"KRAP_IP3R_bind",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Kazal_1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Kazal_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Keratin_assoc",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Kiaa1109_N",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Kindlin_2_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Kringle",NA,NA,NA,NA,1,1,NA,"Pfam",2
"KshA_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Ku_C",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"L1R_F9L",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"L27",NA,NA,NA,NA,1,1,NA,"Pfam",2
"L27_1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"LAIKA",NA,NA,NA,NA,1,1,NA,"Pfam",2
"LANC_like",NA,NA,NA,NA,1,1,NA,"Pfam",2
"LEDGF",NA,NA,NA,NA,1,1,NA,"Pfam",2
"LEM",NA,NA,NA,NA,1,1,NA,"Pfam",2
"LID",NA,NA,NA,NA,1,1,NA,"Pfam",2
"LIN37",NA,NA,NA,NA,1,1,NA,"Pfam",2
"LIN52",NA,NA,NA,NA,1,1,NA,"Pfam",2
"LIN9_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"LINES_C",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"LINES_N",NA,NA,NA,NA,1,NA,NA,"Pfam",1
