Orthogroup	Conidiobolus_thromboides_FSU_785.Conth1.v1.aa	Entomophaga_maimaiga_ARSEF_7190.v1.aa	Entomophthora_muscae_UCB.v3_longest.aa	Zoophthora_radicans_ATCC_208865.aa	Total	CAZY	MEROPS	Pfam
OG0004878	1	1	2	1	5			BCCIP:5
OG0004879	1	1	2	1	5			bZIP_1:5,bZIP_2:5,bZIP_Maf:5
OG0004880	1	1	2	1	5			
OG0004881	1	1	2	1	5			PHD:5
OG0004882	1	1	2	1	5			PRP38:5
OG0004883	1	1	2	1	5			
OG0004884	1	1	2	1	5			CAS_CSE1:5,Cse1:5,IBN_N:5
OG0004885	1	1	2	1	5			Methyltr_RsmB-F:5
OG0004886	1	1	2	1	5			UPF0220:5
OG0004887	1	1	2	1	5			ABC_membrane:5,ABC_tran:5
OG0004888	1	1	2	1	5			Zw10:3
OG0004889	1	1	2	1	5			ATE_C:5,ATE_N:5
OG0004890	1	1	2	1	5			PCI:5
OG0004891	1	1	2	1	5			Rubrerythrin:1,COQ7:5
OG0004892	1	1	2	1	5			Ribosomal_L5:1,Ribosomal_L5_C:5
OG0004893	1	1	2	1	5			Ribosomal_L13:5
OG0004894	1	1	2	1	5			Bestrophin:5
OG0004895	1	1	2	1	5			Exo70:5
OG0004896	1	1	2	1	5			WD40:4,Dynein_IC2:5
OG0004897	1	1	2	1	5			
OG0004898	1	1	2	1	5			Rotamase:5,Rotamase_3:5
OG0004899	1	1	2	1	5			ASF1_hist_chap:5
OG0004900	5	0	0	0	5			
OG0004901	1	1	2	1	5			ADH_N:1,ADH_zinc_N:5
OG0004902	1	1	2	1	5			SGT1:5
OG0004903	1	1	2	1	5			MMS1_N:4,CPSF_A:5
OG0004904	1	1	2	1	5			DUF1681:5
OG0004905	1	1	2	1	5			Sec10:6
OG0004906	1	1	2	1	5			Inositol_P:5
OG0004907	1	1	2	1	5			Tti2:5
OG0004908	1	1	2	1	5			YqeY:5
OG0004909	1	1	2	1	5			Hpt:5
OG0004910	1	1	2	1	5			C2:27
OG0004911	1	2	1	1	5			RIO1:2,ABC1:5
OG0004912	1	1	2	1	5			SAM_1:2,SAM_2:4
OG0004913	1	1	2	1	5	GH81+CBM32+CBM38+CBM56+CBM6:1,GH81:4		Glyco_hydro81C:5,Glyco_hydro_81:5
OG0004914	1	1	2	1	5			Elong_Iki1:5
OG0004915	1	2	1	1	5			ATP19:5
OG0004916	1	1	2	1	5			CSN8_PSD8_EIF3K:5,SAC3_GANP:5
OG0004917	1	1	2	1	5			LsmAD:5,SM-ATX:5
OG0004918	1	1	2	1	5			ANAPC4_WD40:1,Utp13:5,WD40:50
OG0004919	1	1	2	1	5			Ribosomal_L27A:5
OG0004920	1	1	2	1	5			ANTH:2,ENTH:5
OG0004921	1	1	2	1	5			Nrap:5,Nrap_D2:5,Nrap_D3:5,Nrap_D4:5,Nrap_D5:5,Nrap_D6:5
OG0004922	1	1	2	1	5			Cohesin_HEAT:1,HEAT_2:12,HEAT_PBS:13
OG0004923	1	1	2	1	5			IBN_N:5
OG0004924	1	1	2	1	5			GatB_N:5,GatB_Yqey:5
OG0004925	1	1	2	1	5			Prok-RING_4:1,zf-RING_5:1,zf-RING_UBOX:1,zf-C3HC4_2:4,Pex2_Pex12:5,zf-C3HC4:5,zf-C3HC4_3:5,zf-RING_2:5
OG0004926	1	1	2	1	5		MER0011829:5,MER0011830:5	ArgJ:5
OG0004927	1	1	2	1	5			TF_Zn_Ribbon:3,BRF1:4,TFIIB:10
OG0004928	1	1	2	1	5			DAGK_cat:5
OG0004929	1	1	2	1	5			Ribosomal_S19e:5
OG0004930	1	1	2	1	5			DCP2:5,NUDIX:5
OG0004931	1	1	2	1	5			Mito_carr:14
OG0004932	1	1	2	1	5			
OG0004933	1	1	2	1	5			CSTF2_hinge:5,CSTF_C:5,RRM_1:5
OG0004934	1	1	2	1	5			BTD:5,LAG1-DNAbind:5
OG0004935	1	1	2	1	5			BCAS2:1,MBOAT:5
OG0004936	1	1	2	1	5			
OG0004937	1	1	2	1	5			ResIII:1,DEAD:5,Helicase_C:5
OG0004938	1	1	2	1	5			
OG0004939	1	1	2	1	5			cNMP_binding:10
OG0004940	1	1	2	1	5			Complex1_LYR:5
OG0004941	1	1	2	1	5			Pkinase:5,PK_Tyr_Ser-Thr:5
OG0004942	1	1	2	1	5			4F5:3,zf-met2:5
OG0004943	1	1	2	1	5			DUF2040:5
OG0004944	1	1	1	2	5			
OG0004945	1	1	2	1	5			F-actin_cap_A:5
OG0004946	1	1	2	1	5			Lung_7-TM_R:5
OG0004947	1	1	2	1	5		MER0001877:1,MER0011277:1,MER0031263:1,MER0005513:1,MER0002693:1,MER0014750:1,MER0006257:1,MER0012130:2,MER0014644:2,MER0014639:2,MER0001884:3,MER0004834:4,MER0064621:5	UCH_1:1,UCH:5,zf-UBP:5
OG0004948	1	1	2	1	5			EF-hand_1:1,EF-hand_6:2,EF-hand_5:4,EF-hand_7:5,EF-hand_8:10
OG0004949	1	1	2	1	5			Med26:5
OG0004950	1	1	2	1	5			Ribosomal_S17e:5
OG0004951	1	1	2	1	5			PIG-U:5
OG0004952	1	1	2	1	5			
OG0004953	1	1	2	1	5			
OG0004954	1	1	2	1	5			LisH:1,CLTH:5
OG0004955	1	1	2	1	5			UCR_14kD:5
OG0004956	5	0	0	0	5			Zn_clus:4
OG0004957	1	1	2	1	5			PH_5:3,PH_13:5,RhoGEF:5
OG0004958	1	1	2	1	5			IPK:5
OG0004959	1	1	2	1	5			PH:3,CNH:5,PH_5:5,RhoGEF:5
OG0004960	1	1	2	1	5			SPA:1,DENND11:2,Avl9:5
OG0004961	1	1	2	1	5			Prenyltrans:22
OG0004962	1	1	2	1	5			CtaG_Cox11:5
OG0004963	1	1	2	1	5			Cmc1:5
OG0004964	1	1	2	1	5			PAC4:4
OG0004965	1	1	2	1	5			Med10:5
OG0004966	2	1	1	1	5			AidB_N:1,Acyl-CoA_dh_1:4,Acyl-CoA_dh_2:4,Acyl-CoA_dh_N:4,Acyl-CoA_dh_M:5
OG0004967	1	1	2	1	5			
OG0004968	1	1	2	1	5			zf-CHY:3
OG0004969	1	1	2	1	5			DUF1640:5
OG0004970	1	1	2	1	5			Histone:2,CBFD_NFYB_HMF:5
OG0004971	1	1	2	1	5			SMC_Nse1:5,zf-RING-like:5
OG0004972	1	1	2	1	5			MR_MLE_C:1,Enolase_C:5,Enolase_N:5
OG0004973	1	1	3	0	5			
OG0004974	1	1	2	1	5			
OG0004975	1	1	2	1	5			POT1:4,POT1PC:5
OG0004976	1	1	2	1	5			
OG0004977	1	1	2	1	5			Thioredoxin:5,UBX:5
OG0004978	1	1	2	1	5	GT4:3		Glyco_trans_1_2:4,Glyco_trans_4_4:4,Glyco_transf_4:5,Glyco_trans_1_4:5,Glycos_transf_1:7
OG0004979	1	1	2	1	5		MER0026494:5,MER0026471:5,MER0015142:5,MER0026485:5,MER0003397:5,MER0057434:5,MER0052470:5	M20_dimer:5,Peptidase_M20:5
OG0004980	1	1	2	1	5			zf-C3HC:4,Rsm1:5
OG0004981	1	1	2	1	5			U-box:1,Prp19:5,WD40:13
OG0004982	1	1	2	1	5			DUF4477:5
OG0004983	1	1	2	1	5			ApoO:5
OG0004984	1	1	2	1	5			Mt_ATP-synt_B:5
OG0004985	1	1	2	1	5			Fip1:4
OG0004986	1	2	2	0	5			JmjN:5
OG0004987	1	1	2	1	5			Mg_chelatase:4,MCM:5,MCM_lid:5,MCM_N:5,MCM_OB:5
OG0004988	1	1	2	1	5			Vac14_Fab1_bd:2,HEAT:4,HEAT_2:5
OG0004989	1	1	2	1	5			ABC1:5
OG0004990	1	1	2	1	5			ING:5
OG0004991	1	1	2	1	5			Pkinase:5,PK_Tyr_Ser-Thr:5
OG0004992	1	1	2	1	5			HMG_box:5,HMG_box_2:5
OG0004993	1	1	2	1	5			ABC1:1,PK_Tyr_Ser-Thr:5,Pkinase:6
OG0004994	1	1	2	1	5			Tma16:5
OG0004995	1	1	2	1	5			Aminotran_1_2:5
OG0004996	1	1	2	1	5			Xpo1:2,Importin_rep_3:4
OG0004997	1	1	2	1	5			3HCDH:4,3HCDH_N:5
OG0004998	1	1	2	1	5			HLH:4
OG0004999	1	1	1	2	5			Aa_trans:5
OG0005000	1	1	2	1	5			Ribosomal_L7Ae:5
OG0005001	1	2	2	0	5			CCDC84:4
OG0005002	1	1	2	1	5		MER0029970:3,MER0122119:5,MER0022069:5,MER0022061:5,MER0022060:5,MER0022005:5,MER0021993:5,MER0003198:5	Prok-JAB:3,CSN5_C:4,JAB:5
OG0005003	1	1	2	1	5			Actin:5
OG0005004	1	1	2	1	5			ECH_1:5,ECH_2:5
OG0005005	1	1	2	1	5		MER0027217:1,MER0029974:1,MER0027215:1,MER0019715:2,MER0019709:3,MER0014187:4,MER0052372:5,MER0019701:5,MER0013906:5,MER0027251:5,MER0013569:5,MER0014430:5,MER0019708:5	SPP:1,Peptidase_A22B:5
OG0005006	1	1	2	1	5			Pro_isomerase:5,WD40:6
OG0005007	1	1	2	1	5			GPI-anchored:2
OG0005008	1	1	2	1	5			PQ-loop:10
OG0005009	1	1	2	1	5			COX5B:5
OG0005010	1	1	2	1	5			Bromodomain:5,WD40:12
OG0005011	1	1	2	1	5			ThiF:5
OG0005012	1	1	2	1	5			PH:2,MMM1:5
OG0005013	1	1	2	1	5			PIP5K:5
OG0005014	1	1	2	1	5		MER0003338:1,MER0016969:4,MER0017622:4,MER0034967:5	Asparaginase_2:5
OG0005015	1	1	2	1	5			DNA_gyraseB:5,DNA_topoisoIV:5,HATPase_c:5,Toprim:5,TOPRIM_C:5
OG0005016	1	2	1	1	5			Ribosomal_L19e:5
OG0005017	1	1	2	1	5			TFIID_30kDa:4
OG0005018	1	1	2	1	5			RNA_pol_Rpc4:5
OG0005019	1	1	2	1	5			PPR:6
OG0005020	1	1	2	1	5			MAM33:5
OG0005021	1	1	2	1	5			SH3_1:2,SH3_2:2,SH3_9:2,WW:3,RasGEF:5,RasGEF_N:5
OG0005022	1	1	2	1	5			E1-E2_ATPase:5,Hydrolase:5,HMA:30
OG0005023	1	1	2	1	5			NTP_transferase:4,W2:5,Hexapep:9
OG0005024	1	1	2	1	5			SYS1:5
OG0005025	1	1	2	1	5			HbrB:5
OG0005026	1	1	2	1	5			AFG1_ATPase:5
OG0005027	1	1	2	1	5			Q_salvage:5
OG0005028	1	1	2	1	5			MFS_1:1,MFS_2:5
OG0005029	1	1	2	1	5			Bromo_TP:4,TAF8_C:5
OG0005030	1	1	2	1	5			Sec61_beta:5
OG0005031	1	1	2	1	5			UN_NPL4:2,NPL4:5,zf-NPL4:5
OG0005032	1	1	2	1	5			RNA_pol_Rpb5_C:5,RNA_pol_Rpb5_N:5
OG0005033	1	2	1	1	5			EF-hand_6:5,EF-hand_7:5,EF-hand_8:7,EF-hand_1:9,EF-hand_5:11
OG0005034	1	1	2	1	5			TFIIF_beta:5,TFIIF_beta_N:5
OG0005035	1	1	2	1	5			CIA30:5
OG0005036	1	1	2	1	5			tRNA_int_endo_N:1,tRNA_int_endo:5
OG0005037	1	1	2	1	5			HATPase_c:4,HATPase_c_3:4,HSP90:5
OG0005038	1	1	2	1	5			Glyoxalase_6:2,Glyoxalase_4:3,Glyoxalase:5
OG0005039	1	1	2	1	5			Ribosomal_L12:5,Ribosomal_L12_N:5
OG0005040	1	1	2	1	5			Na_Ca_ex:9
OG0005041	1	1	2	1	5			
OG0005042	1	1	2	1	5			RBM39linker:5,RRM_1:14
OG0005043	1	1	2	1	5			Pro_dh:5
OG0005044	1	1	2	1	5			Pyr_redox:5,Pyr_redox_2:5,Pyr_redox_3:5
OG0005045	1	1	2	1	5			zf-DNL:5
OG0005046	1	1	2	1	5			tRNA-synt_2b:4,HGTP_anticodon:5
OG0005047	1	1	2	1	5			NOT2_3_5:4,Not3:5
OG0005048	1	1	2	1	5			PRMT5:5,PRMT5_C:5,PRMT5_TIM:5
OG0005049	1	1	2	1	5			Mt_ATP-synt_D:4
OG0005050	1	1	2	1	5			Ion_trans:1
OG0005051	1	1	2	1	5			DUF1769:5
OG0005052	1	1	2	1	5			
OG0005053	1	1	2	1	5			zf-RING_2:2,zf-C3HC4_3:3,zf-C3HC4_2:4,zf-RING_UBOX:4,zf-C3HC4:5
OG0005054	1	1	2	1	5			Adenylsucc_synt:5
OG0005055	1	1	2	1	5			Myosin_N:3,Myosin_head:5,Myosin_tail_1:6
OG0005056	1	1	2	1	5			Lipase_3:5
OG0005057	1	1	2	1	5			Tetraspanin:1
OG0005058	1	1	2	1	5			
OG0005059	1	1	2	1	5			
OG0005060	1	1	2	1	5			E1-E2_ATPase:1,Cation_ATPase:5,Hydrolase:5,PhoLip_ATPase_C:5,PhoLip_ATPase_N:5
OG0005061	1	1	2	1	5			
OG0005062	1	1	2	1	5			Brix:5
OG0005063	1	1	2	1	5			TOM13:3
OG0005064	1	1	2	1	5			VWA:1,AAA_7:2,AAA:5,AAA_lid_5:5,AAA_3:10,AAA_lid_7:13,AAA_5:38
OG0005065	1	1	2	1	5			TB2_DP1_HVA22:5
OG0005066	1	1	2	1	5			Sel1:34
OG0005067	1	1	1	2	5			AAA_12:5
OG0005068	1	1	2	1	5	CBM39+CBM4+CBM54+CBM6:1,CBM39:2		Glyco_hydro_16:5
OG0005069	1	1	2	1	5			
OG0005070	1	1	2	1	5			eIF3g:5,RRM_1:5
OG0005071	1	1	2	1	5			TatD_DNase:5
OG0005072	1	1	2	1	5			Ribosomal_L34:5
OG0005073	1	1	2	1	5			Amidase:5
OG0005074	1	1	2	1	5			PhyH:5
OG0005075	1	1	2	1	5		MER0015170:2,MER0079465:3,MER0108144:3,MER0001149:4,MER0015119:4,MER0001158:4,MER0001156:5,MER0001153:5,MER0001161:5,MER0001942:5,MER0006087:5,MER0003110:5	Peptidase_M3:5
OG0005076	1	2	1	1	5			CS:5,SGS:5
OG0005077	1	1	2	1	5			Pkinase:5,PK_Tyr_Ser-Thr:5
OG0005078	1	1	2	1	5			ResIII:3,Helicase_C:5,SNF2-rel_dom:5
OG0005079	1	1	2	1	5			Paf67:5
OG0005080	1	1	2	1	5			Rsa3:5
OG0005081	1	1	2	1	5			FeoB_N:5,MMR_HSR1:5,MMR_HSR1_Xtn:5,TGS:5
OG0005082	1	1	2	1	5			Acyl-CoA_dh_1:5,Acyl-CoA_dh_2:5,Acyl-CoA_dh_M:5,Acyl-CoA_dh_N:5
OG0005083	1	1	2	1	5			Lipase_3:5
OG0005084	1	1	2	1	5			Lactamase_B_6:1,Beta-Casp:2
OG0005085	1	1	2	1	5			PX:2
OG0005086	1	1	2	1	5			Anticodon_1:1,Anticodon_3:4,tRNA-synt_1g:5,tRNA-synt_1:9
OG0005087	1	1	2	1	5			Cir_N:4,CWC25:5
OG0005088	1	1	2	1	5			BAR_3:2,C2:5,RasGAP:10
OG0005089	1	1	2	1	5			NAT:5
OG0005090	1	1	2	1	5			3Beta_HSD:1,AMP-binding_C:4,AMP-binding:5,Condensation:5,Epimerase:5,NAD_binding_4:5,PP-binding:5
OG0005091	1	1	2	1	5			
OG0005092	1	1	2	1	5			Trp_Tyr_perm:4,Aa_trans:5
OG0005093	1	1	2	1	5			PheRS_DBD3:5,tRNA-synt_2d:5
OG0005094	1	1	2	1	5			Catalase:5,Catalase-rel:5
OG0005095	1	1	2	1	5			Ribosomal_L9_N:4,Ribosomal_L9_C:5
OG0005096	1	1	2	1	5			DEK_C:3
OG0005097	1	1	3	0	5			Myb_DNA-binding:1,ZZ:1
OG0005098	1	1	2	1	5			Mak16:5,Ribosomal_L28e:5
OG0005099	1	1	2	1	5			TFIID-18kDa:5
OG0005100	1	1	2	1	5			Ribosomal_L13:5
OG0005101	1	1	2	1	5			MA3:5,MIF4G:5
OG0005102	1	1	2	1	5			CoaE:5
OG0005103	2	1	1	1	5			
OG0005104	1	1	2	1	5			PWI:5
OG0005105	1	1	2	1	5			GRAM:5,VASt:5
OG0005106	1	1	2	1	5			Bmt2:5
OG0005107	1	1	2	1	5			RICTOR_V:4,HR1:5,RasGEF_N_2:5,RICTOR_M:5,RICTOR_N:5
OG0005108	1	1	2	1	5			ELMO_CED12:5
OG0005109	1	1	3	0	5			zf-C2H2:6
OG0005110	1	1	2	1	5			Kinase-like:5,Pkinase:5,Pkinase_C:5,PK_Tyr_Ser-Thr:5
OG0005111	1	1	2	1	5			RraA-like:5
OG0005112	1	1	2	1	5			S4:5
OG0005113	1	1	2	1	5			NUDIX:2
OG0005114	1	1	2	1	5			Kin17_mid:5
OG0005115	1	1	2	1	5			Elongin_A:5
OG0005116	1	1	2	1	5			Glyco_hydro_16:5
OG0005117	1	1	2	1	5	GH18+CBM12:1,GH18:2		Glyco_hydro_18:5
OG0005118	1	1	2	1	5			MIR:5
OG0005119	1	1	2	1	5			N1221:5,DUF3402:10
OG0005120	1	1	1	2	5			Zeta_toxin:1,AAA_17:5,AAA_18:5,ADK:5
OG0005121	1	1	2	1	5			SDH_beta:3,SDH_alpha:5
OG0005122	1	1	2	1	5			Metallophos:5,Mre11_DNA_bind:5
OG0005123	1	1	2	1	5			RNase_H2-Ydr279:2,Ydr279_N:5
OG0005124	1	1	1	2	5			
OG0005125	1	2	1	1	5		MER0011440:1,MER0000997:1,MER0005331:2,MER0005046:3,MER0011371:3,MER0019759:5,MER0002746:5,MER0002078:5,MER0001010:5,MER0011183:5,MER0006264:5,MER0001009:5,MER0091680:5	ERAP1_C:5,Peptidase_M1:5,Peptidase_M1_N:5
OG0005126	1	1	1	2	5			FAD_binding_3:8
OG0005127	1	1	2	1	5			Yip1:5
OG0005128	1	1	2	1	5			Arf:5,Ras:5,Roc:5
OG0005129	1	1	2	1	5			WD40:9
OG0005130	1	1	2	1	5			GTP_cyclohydro2:5
OG0005131	1	1	2	1	5			Vps5:1,PX:5
OG0005132	1	1	2	1	5			NUDIX:5
OG0005133	1	1	2	1	5			ECH_1:5,ECH_2:5
OG0005134	1	1	2	1	5			RRM_1:5
OG0005135	1	1	2	1	5			Ribosomal_L38e:5
OG0005136	1	1	2	1	5			ANAPC4_WD40:5,WD40:15
OG0005137	1	1	2	1	5			Phosducin:5
OG0005138	1	1	2	1	5			NACHT:1,AAA_16:2,AAA_lid_10:2,AAA:5,AAA_22:5,Cdc6_C:5,TniB:5
OG0005139	1	1	2	1	5			SH3_2:1,SH3_9:4,PX:5,SH3_1:7
OG0005140	1	1	2	1	5			Cyclin_N:4,Cyclin_C:5
OG0005141	1	1	2	1	5			TPR_7:1,TPR_8:7,TPR_16:9
OG0005142	1	1	2	1	5			Ala_racemase_N:5
OG0005143	1	1	2	1	5			DHHC:5
OG0005144	1	1	2	1	5			CBFB_NFYA:5
OG0005145	1	1	2	1	5			G-patch:1,DUF1604:5
OG0005146	1	1	2	1	5			
OG0005147	1	1	2	1	5			RNA_pol_I_A49:5
OG0005148	1	1	2	1	5			Glyco_hydro_18:5
OG0005149	0	4	1	0	5			Gti1_Pac2:5
OG0005150	0	5	0	0	5			
OG0005151	0	5	0	0	5		MER0000073:1,MER0001647:1,MER0000048:1,MER0000065:1,MER0002683:1,MER0000066:1,MER0004442:1,MER0004765:1,MER0029900:1,MER0011841:1,MER0000133:1,MER0002684:1,MER0028194:1,MER0000166:1,MER0024839:1,MER0000020:1,MER0000203:1,MER0002685:1,MER0098939:1,MER0011278:1,MER0000155:1,MER0016584:1,MER0002185:2,MER0044510:2,MER0003634:2,MER0011492:3	Trypsin:5
OG0005152	0	5	0	0	5			
OG0005153	0	5	0	0	5			
OG0005154	0	5	0	0	5			RNA_pol_I_TF:1
OG0005155	0	5	0	0	5			Ion_trans:3
OG0005156	0	3	2	0	5			Trypsin:4
OG0005157	0	3	2	0	5			Lipase_3:5
OG0005158	0	2	3	0	5			CPSase_L_D2:2
OG0005159	0	5	0	0	5			
OG0005160	0	5	0	0	5			
OG0005161	0	1	4	0	5			HMG_box_2:1,HMG_box:3
OG0005162	0	5	0	0	5			
OG0005163	0	5	0	0	5			
OG0005164	0	5	0	0	5			
OG0005165	0	5	0	0	5			
OG0005166	0	5	0	0	5			
OG0005167	0	5	0	0	5			
OG0005168	0	5	0	0	5			
OG0005169	0	1	3	1	5			
OG0005170	0	2	3	0	5			
OG0005171	0	3	2	0	5			
OG0005172	0	1	3	1	5			BIR:7
OG0005173	0	1	4	0	5		MER0001220:2,MER0001222:2,MER0003823:3,MER0011744:3,MER0002423:5,MER0015259:5,MER0002345:5,MER0003386:5,MER0011096:5,MER0001214:5,MER0001218:5,MER0002283:5	Peptidase_M16:5,Peptidase_M16_M:5,Peptidase_M16_C:7
OG0005174	0	5	0	0	5			
OG0005175	0	5	0	0	5			
OG0005176	0	3	2	0	5			Epimerase:3,NAD_binding_4:5
OG0005177	0	5	0	0	5			
OG0005178	0	1	4	0	5			
OG0005179	0	1	4	0	5			
OG0005180	0	5	0	0	5			
OG0005181	0	5	0	0	5			HMG_box:1
OG0005182	0	5	0	0	5			
OG0005183	0	5	0	0	5			
OG0005184	0	5	0	0	5			Methyltransf_7:4
OG0005185	0	1	4	0	5			
OG0005186	0	3	2	0	5			Kelch_2:2
OG0005187	0	3	2	0	5			
OG0005188	0	3	2	0	5			LPMO_10:2
OG0005189	0	1	0	4	5			CAP:2
OG0005190	0	5	0	0	5			
OG0005191	0	2	2	1	5			Trp_Tyr_perm:2,Aa_trans:5
OG0005192	0	5	0	0	5			
OG0005193	0	2	1	2	5			
OG0005194	0	5	0	0	5			
OG0005195	0	3	2	0	5			
OG0005196	0	5	0	0	5			
OG0005197	0	5	0	0	5			CAP:4
OG0005198	0	2	3	0	5			
OG0005199	0	3	2	0	5			
OG0005200	0	1	3	1	5			
OG0005201	0	2	3	0	5			2OG-FeII_Oxy_2:2
OG0005202	0	5	0	0	5			
OG0005203	0	2	3	0	5			Abhydrolase_1:1,Abhydrolase_6:1
OG0005204	0	2	3	0	5			Zn_clus:8
OG0005205	0	1	4	0	5			
OG0005206	0	5	0	0	5			F-box:1
OG0005207	0	1	4	0	5			
OG0005208	0	5	0	0	5			
OG0005209	0	1	3	1	5			
OG0005210	0	1	3	1	5			
OG0005211	0	1	3	1	5			
OG0005212	0	2	3	0	5			
OG0005213	0	3	2	0	5			Trypsin:2
OG0005214	0	2	2	1	5			Aldedh:4
OG0005215	0	5	0	0	5			
OG0005216	0	1	2	2	5			
OG0005217	0	3	2	0	5			
OG0005218	0	1	2	2	5			
OG0005219	0	2	2	1	5			
OG0005220	0	2	2	1	5			Pkinase:3,PK_Tyr_Ser-Thr:3,Sel1:33
OG0005221	0	2	2	1	5			
OG0005222	0	1	4	0	5			Cys_Met_Meta_PP:5
OG0005223	0	2	2	1	5			
OG0005224	0	1	2	2	5			STAS:5,Sulfate_transp:5
OG0005225	0	1	3	1	5			FYRC:3,FYRN:3
OG0005226	0	2	2	1	5			TF_Zn_Ribbon:5,TFIIB:10
OG0005227	0	2	2	1	5			zf-C3HC4_2:3,FHA:4,zf-CRD:4,zf-C3HC4:5
OG0005228	0	1	2	2	5			RabGAP-TBC:5
OG0005229	0	1	2	2	5			RINGv:4
OG0005230	0	2	1	2	5			Cauli_VI:1,RNase_H:6
OG0005231	0	1	3	1	5			zf-C3HC4_2:1,zf-RING_2:1,zf-RING_UBOX:1,zf-C3HC4_3:2,zf-C3HC4_4:2,zf-C3HC4:4
OG0005232	0	2	2	1	5			
OG0005233	0	3	2	0	5			NTP_transf_2:1,TUTase:1
OG0005234	0	5	0	0	5		MER0000430:1,MER0175640:1,MER1152302:1,MER0005833:1,MER0006018:1,MER0002178:1,MER0015680:1,MER0020180:2,MER0015612:2,MER0001760:2,MER0002010:3,MER0015679:3,MER0005999:3,MER0000425:3,MER0003541:4,MER0001946:4,MER0000412:4,MER0001524:4	Peptidase_S10:5
OG0005235	0	2	3	0	5			Zn_clus:3
OG0005236	0	5	0	0	5			
OG0005237	0	1	4	0	5			Asp_protease_2:1,gag-asp_proteas:1
OG0005238	0	5	0	0	5			
OG0005239	0	1	4	0	5			
OG0005240	0	2	3	0	5			
OG0005241	0	1	4	0	5			
OG0005242	0	1	4	0	5			
OG0005243	0	4	1	0	5			
OG0005244	0	5	0	0	5			
OG0005245	0	2	2	1	5			RT_RNaseH_2:1,Integrase_H2C2:4
OG0005246	0	5	0	0	5			
OG0005247	0	2	3	0	5			
OG0005248	0	1	4	0	5			ArsA_HSP20:5,HSP20:5
OG0005249	0	1	2	2	5			
OG0005250	0	5	0	0	5		MER0001220:1,MER0122186:1,MER0015259:1,MER0001222:2,MER0002283:3,MER0001214:4,MER0003823:4,MER0002345:4,MER0003386:4,MER0002423:4,MER0001218:4,MER0011096:4,MER0011744:4	Peptidase_M16_C:3,Peptidase_M16:4,Peptidase_M16_M:4
OG0005251	0	1	3	1	5			Myb_DNA-binding:1
OG0005252	0	4	1	0	5			Fungal_trans:1,Zn_clus:5
OG0005253	0	1	3	1	5			BAR:4,BAR_2:4
OG0005254	0	1	3	1	5			CNDH2_C:3,CNDH2_N:4
OG0005255	0	1	3	1	5			
OG0005256	0	2	2	1	5		MER0011420:1,MER0001995:1,MER0001503:1,MER0011483:1,MER0011250:1,MER0000073:1,MER0001650:1,MER0014226:1,MER0016584:1,MER0001641:1,MER0044510:1,MER0000175:1,MER0002460:1,MER0000222:1,MER0021825:1,MER0012080:1,MER0011168:2,MER0000133:3,MER0002157:3,MER0005278:3,MER0004442:3,MER0000203:3,MER0011278:4,MER0003736:4,MER0011167:5	Trypsin:5
OG0005257	0	2	1	2	5			Tyrosinase:2
OG0005258	0	1	2	2	5			NTP_transf_2:4,TUTase:5
OG0005259	0	3	2	0	5		MER0000040:1,MER0000024:1,MER0003711:1,MER0003708:1,MER0003710:1,MER0000028:1,MER0000048:1,MER0011167:1,MER0000207:1,MER0028213:1,MER0027318:1,MER0000073:1,MER0011471:1,MER0005278:1,MER0022427:1,MER0016598:1,MER0011286:1,MER0000066:1,MER0011144:1,MER0000130:1,MER0001647:1,MER0000144:2,MER0006118:2,MER0033187:2,MER0099175:3,MER0000155:3,MER0021883:4,MER0011864:4,MER0011442:4,MER0011483:5	Trypsin_2:1,Trypsin:5
OG0005260	0	2	3	0	5			MAD:3
OG0005261	0	1	3	1	5			Zn_clus:5
OG0005262	0	3	2	0	5			
OG0005263	0	1	3	1	5			
OG0005264	0	2	2	1	5			
OG0005265	0	3	2	0	5			
OG0005266	0	1	3	1	5			
OG0005267	0	1	2	2	5			Cnn_1N:5
OG0005268	0	1	3	1	5			Pkinase:4,PK_Tyr_Ser-Thr:4
OG0005269	0	4	1	0	5			
OG0005270	0	1	3	1	5			
OG0005271	0	1	4	0	5			Lipase_3:4
OG0005272	0	1	3	1	5			Lipase_3:4
OG0005273	0	5	0	0	5			7tm_1:3
OG0005274	0	3	2	0	5			
OG0005275	0	2	3	0	5		MER0182135:2	Reprolysin:1,Reprolysin_3:1,Disintegrin:2,Reprolysin_2:3,Reprolysin_4:3,Reprolysin_5:3
OG0005276	0	1	2	2	5			Lipase_GDSL:5
OG0005277	0	2	3	0	5			
OG0005278	0	3	2	0	5			
OG0005279	0	2	3	0	5			
OG0005280	0	1	3	1	5			
OG0005281	0	2	2	1	5			Pkinase:5,PK_Tyr_Ser-Thr:5
OG0005282	0	1	3	1	5			
OG0005283	0	2	3	0	5			CHAP:2
OG0005284	0	1	3	1	5			Skp1_POZ:2,Skp1:4
OG0005285	0	1	2	2	5			
OG0005286	0	2	2	1	5			Epimerase:1,KR:3,adh_short:5,adh_short_C2:5
OG0005287	0	1	1	3	5			GST_C_2:2,GST_N_2:2,GST_N_3:4,GST_C:5,GST_C_3:5,GST_N:5
OG0005288	0	1	3	1	5			
